frame,simulation_time,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,compass_rad
8468,274.87430774049426,-1.5288974290530223e-36,1.3377256290953731e-35,9.8100004196167,0.0,0.0,0.0,3.152801990509033
8469,274.9243077412393,-1.5288974290530223e-36,1.3377256290953731e-35,9.8100004196167,0.0,0.0,0.0,3.152801990509033
8470,274.9743077419844,5202.56640625,-45520.44140625,-865.4699096679688,0.0,0.0,0.0,3.152801990509033
8471,275.02430774272943,0.0,0.0,15.689922332763672,0.0,0.0,0.0,3.152801990509033
8472,275.0743077434745,0.0,0.0,0.010156631469726562,0.0,0.0,0.0,3.152801990509033
8473,275.12430774421955,0.0,0.0,0.009922981262207031,0.0,0.0,0.0,3.152801990509033
8474,275.1743077449646,0.0,0.0,22.977773666381836,4.850206778428401e-07,1.1222334705962567e-07,3.904848666635985e-11,3.152801990509033
8475,275.22430774570967,0.0,0.0,32.633750915527344,3.903882088707178e-07,-7.251179567902e-08,-1.626996315451379e-10,3.152801990509033
8476,275.2743077464547,-0.22697541117668152,-0.21702204644680023,27.453676223754883,0.016004787757992744,-0.022594839334487915,-5.204595254326705e-06,3.152801990509033
8477,275.3243077471998,-0.03236089646816254,0.011516038328409195,15.45195484161377,0.0024271835573017597,-0.006474639289081097,-5.3619814934791066e-06,3.152801990509033
8478,275.37430774794484,0.2696457505226135,0.24480223655700684,11.28152084350586,-0.0019205616554245353,0.0011169776553288102,1.083582901628688e-06,3.152796745300293
8479,275.4243077486899,0.11927607655525208,0.06409429013729095,9.710515022277832,-0.0028550568968057632,0.004034793004393578,2.5709996407385916e-06,3.152796745300293
8480,275.47430774943496,0.03969532623887062,0.013299979269504547,8.95922565460205,-0.002624145243316889,0.004585589747875929,2.1044149889348773e-06,3.152796745300293
8481,275.52430775018,0.0004582498222589493,-0.012388866394758224,8.711021423339844,-0.0020841327495872974,0.004083700478076935,1.3377461982599925e-06,3.152796745300293
8482,275.5743077509251,-0.014100948348641396,-0.0030013583600521088,8.742976188659668,-0.0015488862991333008,0.0032324367202818394,7.664301620025071e-07,3.152801990509033
8483,275.62430775167013,-0.019105354323983192,-0.013494238257408142,8.906648635864258,-0.001107960008084774,0.0023737442679703236,4.192820028947608e-07,3.152801990509033
8484,275.6743077524152,-0.016747765243053436,-0.00890803337097168,9.112231254577637,-0.0007756530540063977,0.0016477775061503053,2.2665295773549587e-07,3.152801990509033
8485,275.72430775316025,-0.014308794401586056,-0.019215773791074753,9.309261322021484,-0.0005348584381863475,0.0010913623264059424,1.2604388643921993e-07,3.152801990509033
8486,275.7743077539053,-0.010828240774571896,-0.009449347853660583,9.47515869140625,-0.0003653768799267709,0.0006922278553247452,7.156148740250501e-08,3.152801990509033
8487,275.82430775465036,-0.006584953982383013,0.0003634802997112274,9.602617263793945,-0.0002480696712154895,0.00041998372762463987,4.295242206353578e-08,3.152801990509033
8488,275.8743077553954,-0.006049119867384434,0.005265936255455017,9.693476676940918,-0.0001666985626798123,0.00024309559375979006,2.7558849424735854e-08,3.152801990509033
8489,275.9243077561405,-0.0038002212531864643,-0.009827454574406147,9.754219055175781,-0.00011204695329070091,0.0001321643649134785,1.7535533913815016e-08,3.152801990509033
8490,275.97430775688554,-0.001232412876561284,0.00010267086327075958,9.791563034057617,-7.529066351708025e-05,6.660271174041554e-05,1.1457877313603149e-08,3.152801990509033
8491,276.0243077576306,-0.0018571937689557672,0.00011058582458645105,9.8920316696167,0.0,0.0,0.0,3.152801990509033
8492,276.07430775837565,1.7541642591822892e-05,8.882707334123552e-05,9.8100004196167,0.0,0.0,0.0,3.152801990509033
8493,276.1243077591207,1.7541642591822892e-05,8.882707334123552e-05,9.8100004196167,0.0,0.0,0.0,3.152801990509033
8494,276.17430775986577,1.7541642591822892e-05,8.882707334123552e-05,9.8100004196167,0.0,0.0,0.0,3.152801990509033
8495,276.2243077606108,1.7541642591822892e-05,8.882707334123552e-05,9.8100004196167,0.0,0.0,0.0,3.152801990509033
8496,276.2743077613559,1.7541642591822892e-05,8.882707334123552e-05,9.8100004196167,0.0,0.0,0.0,3.152801990509033
8497,276.32430776210094,1.7541642591822892e-05,8.882707334123552e-05,9.8100004196167,0.0,0.0,0.0,3.152801990509033
8498,276.374307762846,1.7541642591822892e-05,8.882707334123552e-05,9.8100004196167,0.0,0.0,0.0,3.152801990509033
